,Year,Team,Revenue,Ticket,OI,Population,Income,Age,APG,Playoffs,CSF,CF,Finals,Championship,WP,MPC1,MPC2,MPC3,Followers,Franch_Val
315,2018,Utah Jazz,243.0,32.3,59,1124197,36000,26.7,17922,1.0,1.0,0,0,0.0,0.5853658536585366,0.048031516581710475,0.1891652785347468,0.13442055146854662,1.96,"1,200"
316,2019,Utah Jazz,258.0,42.0,63,1124197,36000,27.3,18306,1.0,0.0,0,0,0.0,0.6097560975609756,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,2.75,"1,425"
317,2020,Utah Jazz,257.3888888888889,40.77222222222222,42,1124197,36000,27.3,18306,1.0,0.0,0,0,0.0,0.6111111111111112,0.04246447401477489,0.08456248595347404,0.2195706782866212,2.81,"1,550"
318,2021,Utah Jazz,298.3888888888889,6.070277777777778,96,1257936,57114,28.5,4203,1.0,1.0,0,0,0.0,0.7222222222222222,0.05226118940775785,0.2238339270240182,0.13698453247239445,3.22,"1,750"
319,2011,Washington Wizards,109.0,23.4,-3,5636232,58429,24.9,16792,0.0,0.0,0,0,0.0,0.2804878048780488,0.05717846667922377,0.109034834177749,0.056331708168910734,0.13,322
320,2012,Washington Wizards,126.72727272727273,23.35757575757576,2,5636232,58429,24.2,16728,0.0,0.0,0,0,0.0,0.30303030303030304,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.25,328
321,2013,Washington Wizards,122.0,23.5,7,5636232,58429,25.4,16343,0.0,0.0,0,0,0.0,0.35365853658536583,0.0732726604319199,0.12031392688334543,0.10637135050134186,0.38,397
322,2014,Washington Wizards,143.0,23.0,10,5636232,58429,26.3,17026,1.0,1.0,0,0,0.0,0.5365853658536586,0.12758335976699714,0.24236861575412622,0.2144579628302167,1.01,485
323,2015,Washington Wizards,146.0,26.200000000000003,3,5636232,58429,28.6,18239,1.0,1.0,0,0,0.0,0.5609756097560976,0.05763736653393075,0.11057010835873729,0.06620289280041083,1.61,900
324,2016,Washington Wizards,155.0,34.8,7,5636232,58429,27.3,17693,0.0,0.0,0,0,0.0,0.5,-0.009237508942893727,0.05172234679887952,0.003004143340046668,2.05,960
325,2017,Washington Wizards,222.0,55.099999999999994,21,5636232,58429,26.0,17003,1.0,1.0,0,0,0.0,0.5975609756097561,0.029068057908863482,0.04214356241521919,0.0718239987128703,2.29,"1,000"
326,2018,Washington Wizards,255.0,56.79999999999999,34,5636232,58429,26.9,18032,1.0,0.0,0,0,0.0,0.524390243902439,0.048031516581710475,0.1891652785347468,0.13442055146854662,2.38,"1,350"
327,2019,Washington Wizards,269.0,60.900000000000006,55,5636232,58429,26.5,17448,0.0,0.0,0,0,0.0,0.3902439024390244,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,2.55,"1,550"
328,2020,Washington Wizards,263.0833333333333,48.51666666666667,39,5636232,58429,25.1,16647,0.0,0.0,0,0,0.0,0.3472222222222222,0.04246447401477489,0.08456248595347404,0.2195706782866212,5.74,"1,750"
329,2021,Washington Wizards,242.58333333333334,0.0,15,6385162,76110,26.6,533,1.0,0.0,0,0,0.0,0.4722222222222222,0.05226118940775785,0.2238339270240182,0.13698453247239445,6.31,"1,925"
